Sl. No.,Path,Agebucket,Agewt,ECG-0,ECG-1,BM-0,BM-1,CP-0,CP-1,CP-2,DB-0,DB-1,PFH-0,PFH-1,CHOL-0,CHOL-1,SCORE,Max-Score
765,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,2.696,
766,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,2.696,
767,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,2.330,
768,Path-8,66-70,0.093,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,2.330,
769,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,2.872,
770,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,2.872,
771,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,2.506,
772,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,2.506,
773,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.100,
774,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.100,
775,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,2.734,
776,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,2.734,
777,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,3.730,
778,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,3.730,
779,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,3.364,
780,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,3.364,
781,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.958,
782,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.958,
783,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,3.592,
784,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,3.592,
785,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,2.831,
786,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,2.831,
787,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,2.465,
788,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,2.465,
789,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,3.059,
790,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,3.059,
791,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,2.693,
792,Path-9,71-75,0.028,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,2.693,
793,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,1.874,
794,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,1.874,
795,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,1.508,
796,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,1.508,
797,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,2.102,
798,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,2.102,
799,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,1.736,
800,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,1.736,
801,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,2.732,
802,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,2.732,
803,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,2.366,
804,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,2.366,
805,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,2.960,
806,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,2.960,
807,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,2.594,
808,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,2.594,
809,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,1.833,
810,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,1.833,
811,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,1.467,
812,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,1.467,
813,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,2.061,
814,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,2.061,
815,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,1.695,
816,Path-9,71-75,0.028,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,1.695,
817,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,3.442,
818,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,3.442,
819,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,3.076,
820,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,3.076,
821,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.670,
822,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.670,
823,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,3.304,
824,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,3.304,
825,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,4.300,
826,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,4.300,
827,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,3.934,
828,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,3.934,
829,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,4.528,
830,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,4.528,
831,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,4.162,
832,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,4.162,
833,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,3.401,
834,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,3.401,
835,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,3.035,
836,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,3.035,
837,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,3.629,
838,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,3.629,
839,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,3.263,
840,Path-9,71-75,0.028,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,3.263,
841,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,2.444,
842,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,2.444,
843,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,2.078,
844,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,2.078,
845,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,2.672,
846,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,2.672,
847,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,2.306,
848,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,2.306,
849,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,3.302,
850,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,3.302,
851,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,2.936,
852,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,2.936,
853,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.530,
854,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.530,
855,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,3.164,
856,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,3.164,
857,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,2.403,
858,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,2.403,
859,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,2.037,
860,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,2.037,
861,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,2.631,
862,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,2.631,
863,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,2.265,
864,Path-9,71-75,0.028,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,2.265,
865,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,2.864,
866,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,2.864,
867,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,2.498,
868,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,2.498,
869,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.092,
870,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.092,
871,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,2.726,
872,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,2.726,
873,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,3.722,
874,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,3.722,
875,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,3.356,
876,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,3.356,
877,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.950,
878,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.950,
879,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,3.584,
880,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,3.584,
881,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,2.823,
882,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,2.823,
883,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,2.457,
884,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,2.457,
885,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,3.051,
886,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,3.051,
887,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,2.685,
888,Path-10,76-80,0.020,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,2.685,
889,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,1.866,
890,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,1.866,
891,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,1.500,
892,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,1.500,
893,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,2.094,
894,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,2.094,
895,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,1.728,
896,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,1.728,
897,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,2.724,
898,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,2.724,
899,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,2.358,
900,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,2.358,
901,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,2.952,
902,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,2.952,
903,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,2.586,
904,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,2.586,
905,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,1.825,
906,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,1.825,
907,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,1.459,
908,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,1.459,
909,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,2.053,
910,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,2.053,
911,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,1.687,
912,Path-10,76-80,0.020,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,1.687,
913,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,3.434,
914,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,3.434,
915,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,3.068,
916,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,3.068,
917,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.662,
918,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.662,
919,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,3.296,
920,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,3.296,
921,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,4.292,
922,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,4.292,
923,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,3.926,
924,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,3.926,
925,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,4.520,
926,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,4.520,
927,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,4.154,
928,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,4.154,
929,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,3.393,
930,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,3.393,
931,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,3.027,
932,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,3.027,
933,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,3.621,
934,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,3.621,
935,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,3.255,
936,Path-10,76-80,0.020,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,3.255,
937,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,2.436,
938,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,2.436,
939,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,2.070,
940,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,2.070,
941,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,2.664,
942,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,2.664,
943,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,2.298,
944,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,2.298,
945,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,3.294,
946,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,3.294,
947,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,2.928,
948,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,2.928,
949,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.522,
950,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.522,
951,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,3.156,
952,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,3.156,
953,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,2.395,
954,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,2.395,
955,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,2.029,
956,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,2.029,
